CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,MC,PVEM,MORENA,PT,QI,PES,RSP,FXM,PAN_QI,PRI_PVEM,PVEM_PT,CAND_IND13,CAND_IND14,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,45,B,1,0,B,160,76,0,7,0,163,2,0,0,0,0,0,0,,,,408,0,16,424,652,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,45,C,1,0,C01,180,65,1,1,6,141,3,4,2,2,2,0,6,,,,413,0,21,434,651,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,45,C,2,0,C02,145,90,0,2,3,178,1,0,0,0,2,0,0,,,,421,0,6,427,651,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,45,C,3,0,C03,163,72,5,4,9,158,3,2,2,3,0,3,3,,,,427,0,16,443,651,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,153,B,1,0,B,134,62,2,0,6,111,14,7,1,1,3,1,4,,,,346,0,17,363,637,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,153,C,1,0,C01,124,66,0,3,10,96,17,1,0,4,4,0,1,,,,326,1,17,344,637,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,153,C,2,0,C02,137,61,0,4,8,133,14,3,0,4,3,4,3,,,,374,0,18,392,637,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,153,C,3,0,C03,135,57,3,2,7,126,13,7,0,2,8,6,3,,,,369,0,6,375,637,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,153,C,4,0,C04,155,69,2,5,6,85,18,9,1,1,1,1,9,,,,362,0,10,372,637,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,153,C,5,0,C05,104,82,0,5,14,128,12,2,0,2,5,1,6,,,,361,0,18,379,636,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,154,B,1,0,B,154,52,2,6,5,96,13,11,3,1,4,6,2,,,,355,0,6,361,618,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,154,C,1,0,C01,162,53,4,1,4,98,4,5,2,6,6,3,3,,,,351,0,19,370,617,Acta casilla,,,
,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,154,C,2,0,C02,156,64,2,4,9,96,6,7,1,3,2,2,1,,,,353,0,17,370,617,Acta casilla,,,
